ID,datetime,Acceleration x,Acceleration y,Acceleration z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,La,Lo,He,V,D,Ho,VA,Magnetic field x,Magnetic field y,Magnetic field z,Weather,Temperature (Celsius),UV index,Wind (km/h),Humidity (%),hate-enjoy,bored-interested,absorbed,tiring-energizing,depressed-happy,bad-good_physically,sense_accomplishment,Average PACES,gyro_mean,gyro_median,gyro_magnitude,mag_mean,mag_median,mag_strength,acc_mean,acc_median,acc_angle,lacc_mean,lacc_median,tot_acc,lat_shift,lon_shift,distance,cum_dist,height_diff,ascent,descent,total_ascent,total_descent,direction_diff,velocity_diff,acceleration
1.0,1686250482.564081,-1.492075640828315,-2.959111212280681,6.359739068583103,-0.1446256240031193,-0.1315800895087147,0.1751614220695801,-0.0321076113612306,0.0484392501329722,-0.0187858643631659,52.28904786242254,4.981029847068456,-1.3302750907850842,1.0436909638393224,51.29318300790412,5.217812122864071,5.217812122864071,-9.353614194736034,21.995949926982355,-29.963503885428644,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,-0.0008180751971414343,-0.0187858643631659,0.061075104262209315,-5.77372271772744,-9.353614194736034,38.329146570023966,0.6361840718247024,-1.492075640828315,0.4803779614846898,-0.03368143048075129,-0.1315800895087147,0.262509837634422,52.28922878450627,4.9814297123996845,0.033828907500399956,0.033828907500399956,-1.3302750907850842,0.0,1.3302750907850842,0.0,1.3302750907850842,0.801477947101084,1.0436909638393224,751.4574939643121
1.0,1686250512.564081,1.0852231998507396,-9.71459171358957,0.6994493337777945,-0.0709641233552558,-0.0476812862632266,-0.0075350428677247,-0.0047196071146423,0.0037717488999276,-0.0079688170765539,52.28922878450627,4.9814297123996845,-1.282435348443687,1.1212925895087702,52.0946609550052,4.866832854119608,4.866832854119608,-25.41240699793583,40.88226661554547,4.949438292844638,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,-0.0029722250970895332,-0.0047196071146423,0.010000141333014466,6.806432636818092,4.949438292844638,48.39056821807281,-2.6433063933203456,0.6994493337777945,1.4993632971461754,-0.0420601508287357,-0.0476812862632266,0.08582650368222028,52.28942415688506,4.981812046339845,0.03388485217586461,0.06771375967626456,0.04783974234139721,0.04783974234139721,0.0,0.04783974234139721,1.3302750907850842,0.801477947101084,0.07760162566944784,55.87317048200244
1.0,1686250542.564081,1.333047144963191,-9.60940610037201,0.2008982833811272,-0.0712314366900601,0.0876561906564993,0.0629137499962488,0.0011635373041258,-0.0067007332852571,-0.0044563423107684,52.28942415688506,4.981812046339845,-1.180880058525751,1.1600818971496492,51.291137281468586,4.830101013422825,4.830101013422825,-28.137991353420908,39.27221134913008,7.5843474729404,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,-0.0033311794306332327,-0.0044563423107684,0.008130967495260903,6.239522489549858,7.5843474729404,48.903736751359084,-2.6918202240092306,0.2008982833811272,1.5500911708898666,0.026446167987562663,0.0629137499962488,0.12928907638284484,52.28961494644738,4.9822269258927365,0.03530328140768983,0.10301704108395439,0.10155528991793594,0.10155528991793594,0.0,0.14939503225933315,1.3302750907850842,0.8035236735366169,0.038789307640878956,27.92830150143285
1.0,1686250572.564081,1.2067494145524142,-9.676615334705366,0.3499216652554412,-0.0764777206430168,0.0364197874986208,0.0763604223375274,0.0098450235169019,0.0107985799104274,0.0012679386757046,52.28961494644738,4.9822269258927365,-0.8719186737822989,1.1460069105498791,52.91005690419865,4.8213419888626525,4.8213419888626525,-28.618788039803903,39.20808540778017,5.988992442255435,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,0.007303847367677967,0.0098450235169019,0.014667702090497515,5.526096603410566,5.988992442255435,48.909886737595286,-2.7066480849658365,0.3499216652554412,1.534928095265171,0.0121008297310438,0.0364197874986208,0.114044538561746,52.28979835723431,4.982646965158501,0.03510133580086634,0.13811837688482073,0.30896138474345214,0.30896138474345214,0.0,0.4583564170027853,1.3302750907850842,1.6189196227300613,-0.014074986599770023,-10.133990351834417
1.0,1686250602.564081,1.0940888772919823,-9.740459826925528,0.4098236869888561,-0.0509217611102256,-0.003527619336361,0.0063851467811543,0.0223109646666059,-0.0021309602330516,0.0017243055463223,52.28979835723431,4.982646965158501,-0.7413070100049178,1.079887163456003,53.6634708930296,4.796677866332757,4.796677866332757,-28.519795242360605,39.3398525021148,5.894123651510896,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,0.007301436659958867,0.0017243055463223,0.022478731402960937,5.571393637088364,5.894123651510896,48.94633192766975,-2.7455157542148965,0.4098236869888561,1.5290092332847094,-0.016021411221810767,-0.003527619336361,0.051441616927989715,52.2900148731931,4.9829887889815625,0.033468473553491564,0.1715868504383123,0.1306116637773811,0.1306116637773811,0.0,0.5889680807801664,1.3302750907850842,0.7534139888309497,-0.06611974709387614,-47.60621790759082
1.0,1686250632.564081,0.8409236981956458,-9.529789223048995,1.04034712214135,-0.1206612196143554,0.1751823932111861,0.1077355471740548,0.0278876162535918,-0.0226919584970665,-0.0051348922590422,52.2900148731931,4.9829887889815625,-0.4471030508478482,1.1317585693883283,32.7038916817821,4.83060424364747,4.83060424364747,-20.189587034908023,42.33593863547845,9.090485894959109,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,2.0255165827699935e-05,-0.0051348922590422,0.03631819432807966,10.412279165176512,9.090485894959109,47.776438320510806,-2.5495061342373333,0.8409236981956458,1.462476619975429,0.054085573590295165,0.1077355471740548,0.23844275819348199,52.29029398458537,4.983183110767107,0.033732724745107745,0.20531957518342003,0.29420395915706965,0.29420395915706965,0.0,0.883172039937236,1.3302750907850842,20.959579211247494,0.05187140593232531,37.34741227127422
1.0,1686250662.564081,0.8782177167911595,-9.646272079314675,1.326212528190485,-0.0244360063940653,-0.07598937620088,-0.0718021751414162,-0.0221791285305069,0.0361293422382941,-0.0331406581612112,52.29029398458537,4.983183110767107,-0.5343971471923094,1.0324467513415934,24.097438640597883,4.8877712482910125,4.8877712482910125,-19.736865295614287,41.27820602468025,7.976951675670203,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,-0.006396814817808,-0.0221791285305069,0.053810280953575984,9.839430801578724,7.976951675670203,46.44422356277635,-2.480613944777677,0.8782177167911595,1.4347242159564688,-0.0574091859121205,-0.0718021751414162,0.10736412836198259,52.290555493467245,4.983303575467597,0.030210687793156422,0.23553026297657645,-0.08729409634446117,0.0,0.08729409634446117,0.883172039937236,1.4175691871295455,8.60645304118422,-0.09931181804673495,-71.50450899364915
1.0,1686250692.564081,0.9559437101740504,-9.684899278723677,1.3903388757610002,-0.0843277945375711,-0.0583866307288906,0.0197564642001753,0.0179796666670029,-0.019666036914872,-0.008385335818637,52.290555493467245,4.983303575467597,-1.0670008301734923,0.873021634948419,57.46283076010574,4.907732531496562,4.907732531496562,-17.15576860816981,42.55817313816237,9.301633598812447,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,-0.003357235355502033,-0.008385335818637,0.027934481885028044,11.568012709601668,9.301633598812447,46.81921491227107,-2.446205564262875,0.9559437101740504,1.4288933855682127,-0.040985987022095466,-0.0583866307288906,0.10445330754521585,52.29073752584532,4.983106709542873,0.024268883464882412,0.25979914644145885,-0.532603682981183,0.0,0.532603682981183,0.883172039937236,1.9501728701107286,33.36539211950786,-0.15942511639317436,-114.78608380308553
1.0,1686250722.564081,0.7415751527196212,-9.659295226721456,1.6856059155361256,-0.0720951068208372,-0.0151417203922923,0.0931476514487655,0.020937102629046,-0.0464821438725515,0.0019899399594316,52.29073752584532,4.983106709542873,-0.8252692382250514,0.4404646596672896,293.5580536978188,4.855434842748994,4.855434842748994,6.913220878985288,42.80402419549956,-0.8474321982843412,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,-0.007851700428024634,0.0019899399594316,0.051018739954353284,16.289937625400167,6.913220878985288,43.36698342727147,-2.4107047194885696,0.7415751527196212,1.3985268564662183,0.0019702747452119973,-0.0151417203922923,0.11875799381248822,52.39942211877046,4.898965876674241,13.368618380142333,13.628417526583792,0.24173159194844096,0.24173159194844096,0.0,1.1249036318856769,1.9501728701107286,236.0952229377131,-0.4325569752811294,-311.44102220241314
2.0,1686307946.741113,0.8225609756469726,3.6240732009887697,8.949483952331542,0.0233504726652777,-0.0942118013645245,-0.1032344742958119,-0.0002509367787926,0.0043233317559714,-0.0179947975379976,52.39942211877046,4.898965876674241,1.883930309462896,1.0791966557502586,108.30892816198548,31.969714622873955,31.969714622873955,-17.374921078713523,-23.34938217314664,-33.33313690589753,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,-0.004640800853606267,-0.0002509367787926,0.018508563022900132,-24.685813385919232,-23.34938217314664,44.25132253782354,4.465372709655761,3.6240732009887697,0.3935811881059301,-0.058031934331686234,-0.0942118013645245,0.14169849954453698,52.39915515940051,4.899400272932998,0.04183032897029301,13.670247855554086,2.7091995476879474,2.7091995476879474,0.0,3.8341031795736242,1.9501728701107286,185.24912553583334,0.6387319960829689,459.8870371797376
