,ID,datetime,Acceleration x,Acceleration y,Acceleration z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,La,Lo,He,V,D,Ho,VA,Magnetic field x,Magnetic field y,Magnetic field z,Weather,Temperature (Celsius),UV index,Wind (m/s),Humidity (%),hate-enjoy,bored-interested,absorbed,tiring-energizing,depressed-happy,bad-good_physically,sense_accomplishment
10,1.0,2023-06-08 18:56:22.564081,1.0896673583984375,-9.507238686301491,0.5953800825639205,-0.1829772870784456,0.23560162993994627,0.3830313676544889,0.005831527768286189,0.0035330808975479818,0.01502968932765376,52.289615081678576,4.982226817090681,-0.9123949897475541,1.1204739879370573,53.0021541369707,4.81265591925011,4.81265591925011,-28.448504207110165,39.155472649468315,6.02564231795494,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
11,1.0,2023-06-08 18:56:32.564081,1.2342269119262694,-9.656411888122557,0.44667713012695315,-0.05331949361264704,0.04892788674831387,0.0020490797979756835,-0.0036431244015693665,0.0243270098650828,-0.007487389284651726,52.28968021722771,4.982372772338035,-0.7992068121209741,1.1413874320874178,52.30096245041558,4.808654822134331,4.808654822134331,-29.611512603759767,38.94269138336182,5.180255584716797,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
12,1.0,2023-06-08 18:56:42.564081,1.165844613647461,-9.7784066986084,0.16432528381347666,-0.06955722463577989,-0.03895269472002983,-0.005727681936509903,0.03865979328751564,-0.002611060611670837,0.006464338696096092,52.28973553621463,4.982515262419972,-0.9534290347248315,1.0810155679615527,57.053638351962,4.798271772302977,4.798271772302977,-28.08185089111328,39.382385063171384,6.76458511352539,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
13,1.0,2023-06-08 18:56:52.564081,1.1252524497292258,-9.646825686368075,0.6162457830255683,-0.03642709776759148,0.08884353372183716,0.06407526107504963,0.021174047170489124,0.012843749347152282,0.003809746364225643,52.28979914996006,4.982651131003982,-0.6489447146654129,1.077912912124829,51.22438681089776,4.796079514675054,4.796079514675054,-28.83107734448982,39.09102734652433,4.355540265940657,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
14,1.0,2023-06-08 18:57:02.564081,0.9914812042236331,-9.795210754394532,0.45096421508789064,-0.046636014293879244,-0.059549985480308515,-0.03861523765213788,0.007087684366852045,-0.016475822338834406,-0.005080314013175666,52.28986038552824,4.982774502051546,-0.6215472806245088,1.080733010281627,52.712387516229015,4.795682312020242,4.795682312020242,-28.6495703125,39.54365684509278,6.5468597412109375,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
15,1.0,2023-06-08 18:57:12.564081,0.8398719772338867,-9.465847668457032,0.6458065383911132,-0.20171994991600517,0.26846235271096236,0.15050109666623177,0.045595427183434366,-0.062479547875700515,-0.004412378659471869,52.28992478988944,4.982902539639012,-0.5501530590467155,1.1087799050131308,46.33190185378321,4.799447611655047,4.799447611655047,-23.3026416015625,41.76512493133545,9.312754211425782,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
16,1.0,2023-06-08 18:57:22.564081,0.7777272079467775,-9.779108738708494,1.287025117492676,-0.12440619637370108,-0.052016321736574146,0.1667893860049546,0.03810977886430919,0.0068097831681370735,0.009750249735079706,52.29001093774889,4.982999138950385,-0.46686204727739095,1.1127011149699055,29.229695060998786,4.826601157815795,4.826601157815795,-18.108866119384764,42.991661376953125,9.070771484375,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
17,1.0,2023-06-08 18:57:32.564081,0.9058208812366836,-9.34253875732422,1.1897032720392402,-0.03500090945173393,0.3104538633606651,0.004887680181048135,-0.00032447823182199943,-0.012302213331985504,-0.020900200939539707,52.290108891940974,4.98306468835529,-0.3242940462194383,1.1737946881819488,22.550078130564295,4.865763961471566,4.865763961471566,-19.146825771139124,42.250171931103026,8.885885990027225,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
18,1.0,2023-06-08 18:57:42.564081,0.8857919860839846,-9.56396413421631,1.1236039535522462,0.003398320241645041,0.06992332611680034,-0.13003138228431343,-0.04795169176533818,0.06781927641481161,-0.028352136882022025,52.29020626067537,4.983127552749301,-0.5982168869115412,1.1087508042321907,23.002860871213752,4.884164883302983,4.884164883302983,-19.22977294921875,41.64905353546143,8.192841339111329,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
19,1.0,2023-06-08 18:57:52.564081,0.5523528762817381,-9.579051260375977,1.9253322509765627,-0.05192211098684928,-0.11106842265129091,0.026584294700995076,-0.002363956216722727,-0.004487790040438994,-0.030452080273826142,52.29030107066293,4.983184865151358,-0.455912768188864,0.9213076277986133,25.047625550516546,4.884847286423904,4.884847286423904,-17.375176086425782,41.58074981689453,5.5797129821777345,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
20,1.0,2023-06-08 18:58:02.564081,1.1997233442826705,-9.797311234907673,0.9256962169300426,-0.024787745831364925,-0.1879425639455968,-0.11236506675708698,-0.01616156194359064,0.04514671405871408,-0.040693283581993346,52.2903746224178,4.983236914400664,-0.5490617864765227,1.0672818219939768,24.241829500063353,4.894301575146148,4.894301575146148,-22.634624442668876,40.5980127893313,10.180334534307923,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
21,1.0,2023-06-08 18:58:12.564081,1.1189516281127931,-9.724556181335451,1.3345887084960941,-0.0476617533288896,-0.11297731052041053,-0.018885671867430235,0.023931097127497195,0.01574040298582986,-0.004530195761471987,52.290456929776745,4.983276493254726,-0.675910844746977,0.8553738114984141,15.556345875887285,4.8826254229779735,4.8826254229779735,-22.011826782226564,40.45597316741944,10.240121154785156,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
22,1.0,2023-06-08 18:58:22.564081,0.9932265747070314,-9.612130970764161,1.4524910293579103,-0.02942887631133195,-0.00916386162042619,0.00820601387545467,0.019225928457453845,-0.0137630824605003,-0.017282465463504194,52.29055500725623,4.983304868783924,-1.2596479249186814,1.0081769374000387,12.947581797019357,4.904361428378925,4.904361428378925,-17.460107421875,44.35201000213623,9.090067443847657,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
23,1.0,2023-06-08 18:58:32.564081,0.7536297884854405,-9.718345142711293,1.3838722229003908,-0.1768176525526426,-0.05296449872580442,0.07045604641464624,0.010709270453927193,-0.061392697879593026,-0.003292417043180327,52.29065454336874,4.983329364364142,-1.2654437208548188,0.7555141559468039,143.8845646074106,4.936210743132785,4.936210743132785,-11.943246398309265,42.86965102378768,8.56736955739031,Sunny,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
