Unnamed: 0,ID,datetime,Acceleration x,Acceleration y,Acceleration z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,La,Lo,He,V,D,Ho,VA,Magnetic field x,Magnetic field y,Magnetic field z,Weather,Temperature (Celsius),UV index,Wind (m/s),Humidity (%),hate-enjoy,bored-interested,absorbed,tiring-energizing,depressed-happy,bad-good_physically,sense_accomplishment
0,1.0,1686250482.564081,-1.492075640828315,-2.959111212280681,6.359739068583103,-0.1446256240031193,-0.1315800895087147,0.1751614220695801,-0.0321076113612306,0.0484392501329722,-0.0187858643631659,52.28904786242254,4.981029847068456,-1.3302750907850842,1.0436909638393224,51.29318300790412,5.217812122864071,5.217812122864071,-9.353614194736034,21.995949926982355,-29.963503885428644,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
1,1.0,1686250512.564081,1.0852231998507396,-9.71459171358957,0.6994493337777945,-0.0709641233552558,-0.0476812862632266,-0.0075350428677247,-0.0047196071146423,0.0037717488999276,-0.0079688170765539,52.28922878450627,4.9814297123996845,-1.282435348443687,1.1212925895087702,52.0946609550052,4.866832854119608,4.866832854119608,-25.41240699793583,40.88226661554547,4.949438292844638,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
2,1.0,1686250542.564081,1.333047144963191,-9.60940610037201,0.2008982833811272,-0.0712314366900601,0.0876561906564993,0.0629137499962488,0.0011635373041258,-0.0067007332852571,-0.0044563423107684,52.28942415688506,4.981812046339845,-1.180880058525751,1.1600818971496492,51.291137281468586,4.830101013422825,4.830101013422825,-28.137991353420908,39.27221134913008,7.5843474729404,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
3,1.0,1686250572.564081,1.2067494145524142,-9.676615334705366,0.3499216652554412,-0.0764777206430168,0.0364197874986208,0.0763604223375274,0.0098450235169019,0.0107985799104274,0.0012679386757046,52.28961494644738,4.9822269258927365,-0.8719186737822989,1.1460069105498791,52.91005690419865,4.8213419888626525,4.8213419888626525,-28.618788039803903,39.20808540778017,5.988992442255435,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
4,1.0,1686250602.564081,1.0940888772919823,-9.740459826925528,0.4098236869888561,-0.0509217611102256,-0.003527619336361,0.0063851467811543,0.0223109646666059,-0.0021309602330516,0.0017243055463223,52.28979835723431,4.982646965158501,-0.7413070100049178,1.079887163456003,53.6634708930296,4.796677866332757,4.796677866332757,-28.519795242360605,39.3398525021148,5.894123651510896,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
5,1.0,1686250632.564081,0.8409236981956458,-9.529789223048995,1.04034712214135,-0.1206612196143554,0.1751823932111861,0.1077355471740548,0.0278876162535918,-0.0226919584970665,-0.0051348922590422,52.2900148731931,4.9829887889815625,-0.4471030508478482,1.1317585693883283,32.7038916817821,4.83060424364747,4.83060424364747,-20.189587034908023,42.33593863547845,9.090485894959109,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
6,1.0,1686250662.564081,0.8782177167911595,-9.646272079314675,1.326212528190485,-0.0244360063940653,-0.07598937620088,-0.0718021751414162,-0.0221791285305069,0.0361293422382941,-0.0331406581612112,52.29029398458537,4.983183110767107,-0.5343971471923094,1.0324467513415934,24.097438640597883,4.8877712482910125,4.8877712482910125,-19.736865295614287,41.27820602468025,7.976951675670203,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
7,1.0,1686250692.564081,0.9559437101740504,-9.684899278723677,1.3903388757610002,-0.0843277945375711,-0.0583866307288906,0.0197564642001753,0.0179796666670029,-0.019666036914872,-0.008385335818637,52.290555493467245,4.983303575467597,-1.0670008301734923,0.873021634948419,57.46283076010574,4.907732531496562,4.907732531496562,-17.15576860816981,42.55817313816237,9.301633598812447,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
8,1.0,1686250722.564081,0.7415751527196212,-9.659295226721456,1.6856059155361256,-0.0720951068208372,-0.0151417203922923,0.0931476514487655,0.020937102629046,-0.0464821438725515,0.0019899399594316,52.29073752584532,4.983106709542873,-0.8252692382250514,0.4404646596672896,293.5580536978188,4.855434842748994,4.855434842748994,6.913220878985288,42.80402419549956,-0.8474321982843412,0,22.0,1,6.0,54.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
9,2.0,1686307946.741113,0.8225609756469726,3.6240732009887697,8.949483952331542,0.0233504726652777,-0.0942118013645245,-0.1032344742958119,-0.0002509367787926,0.0043233317559714,-0.0179947975379976,52.39942211877046,4.898965876674241,1.8839303094628956,1.0791966557502586,108.30892816198548,31.969714622873955,31.969714622873955,-17.374921078713523,-23.349382173146637,-33.33313690589753,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
10,2.0,1686307976.741113,0.9453863767914424,3.573254147965387,8.949500510613651,0.0011351732372781,-0.0927715029103669,-0.042298589583659,-0.0062727228197151,-0.001941015960075,0.0029542291458289,52.39915515940051,4.899400272932998,2.7653460911785563,1.3517993855049342,122.43605744276064,5.607995373700494,5.607995373700494,-16.654161074303634,-24.045662254687176,-35.290237995172966,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
11,2.0,1686308006.741113,0.6743886906085629,3.3332205124656755,8.969801656892985,0.0164565826157132,-0.0863653096568998,-0.1022213396311595,-0.0029561416907482,0.0200025020236618,-0.00272251860106,52.39895096891863,4.899936377671069,2.4161083209638794,1.2971455091573003,125.08036980468596,4.813670434209395,4.813670434209395,-14.714463316052166,-23.30314040026128,-35.681254405849025,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
12,2.0,1686308036.741113,1.3683328484541537,2.361896688701301,9.240256476497018,0.0271443828319817,-0.1114073846957618,-0.0852164370824795,-0.0056255222989781,-0.0086943885302263,0.0056884012122795,52.3987398486856,4.900432641388618,2.390514068957418,1.214016041563332,119.506136014181,4.803950377632388,4.803950377632388,-15.538244694373002,-20.49454366098536,-38.53437009502952,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
13,2.0,1686308066.741113,1.0021421935226744,2.36950850884646,9.196190496280495,0.0221909312142478,-0.1093861457061589,-0.0949111506224468,-0.0069548245997396,0.0114461697972632,0.010384477470656,52.3985555777742,4.900904982203318,2.334539936420818,0.9527718289477788,122.62781600111744,4.765588271069182,4.765588271069182,-15.16204148096754,-19.82458899036938,-37.879492538654254,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
14,2.0,1686308096.741113,0.5104127633808465,1.410548041640528,9.522793936824169,0.0316400726857311,-0.1463792097734423,-0.0595942739954847,-0.0190156247514602,0.0034527957153395,-0.003998320804915,52.39836806489624,4.901413670272116,2.560558990761637,1.0877348484250713,122.45851776971348,4.765289498551334,4.765289498551334,-15.05119498676022,-15.110289226304616,-40.60792204244248,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
15,2.0,1686308126.741113,0.7041303079435142,1.212914859280728,9.53276315065894,0.0411448716756499,-0.1419807832296136,-0.0801645656828059,-0.0128028917967477,-6.946504720492869e-05,0.0077819872450157,52.398177542797136,4.90196162584241,1.805540439983209,1.0865989529660594,114.15052234495148,4.798684185088038,4.798684185088038,-15.796268216821533,-14.236490085424968,-41.08962830802463,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
16,2.0,1686308156.741113,-0.0698763800614717,0.4915861849753273,9.642237605417012,0.060684040225927,-0.1232443203908705,-0.087601309861287,0.0002590234064045,-0.0100463069545062,-0.0029593732118877,52.39807384846117,4.902521700227936,0.7363507702946663,0.951051472144806,95.92453889679292,4.8165516414894745,4.8165516414894745,-16.102441630347727,-3.4457718940457887,-40.399941636390814,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
17,2.0,1686308186.741113,-0.2554086101607771,0.999831435854072,9.563876551444958,0.0545833928236161,-0.1772463622469677,-0.0929131415446862,-0.0075525680320978,0.0050748122080432,0.0040665764341574,52.39801826441344,4.902980606200357,0.5569103514775634,0.7991025497000133,97.47133762600818,5.100428204350821,5.100428204350821,-12.821723603254911,-13.890834656772236,-29.64162537277929,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
18,2.0,1686308216.741113,-0.6144855812527485,0.4005610687053756,9.601863286100476,0.035440122148335,-0.1335018684392153,-0.1186112322534946,-0.0177012488557432,-0.0022321249865649,0.0004536017362299,52.39782583406347,4.903447420065097,2.080022983501355,0.8926661340719751,112.9638951594321,4.911859524601126,4.911859524601126,-11.943341697288664,-12.014023825032822,-38.751219376822974,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
19,2.0,1686308246.741113,-1.291770679738262,0.5596634016886797,9.511664945394685,0.0366938305675786,-0.1855465610416002,-0.1214984595558501,-0.0002424064776952,0.0055149707392733,-0.0115295225038927,52.397508578751776,4.903984274245289,2.653989851723115,0.8435535485592609,106.1041011121267,5.017454412821644,5.017454412821644,-11.451251472068938,-13.731864360784064,-44.07352465193793,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
20,2.0,1686308276.741113,-0.9011667425900896,0.7020822310289799,9.555940075299596,0.0138262177327887,-0.1261896644618436,-0.0898201390835318,0.0082127324961703,-0.0108236887464576,0.0053831702259618,52.39717010015287,4.904417203907798,2.3511496864880126,1.0767251543377632,120.95779545319584,4.98483754266782,4.98483754266782,-18.58715910958772,-16.398945660480965,-43.093780076936525,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
21,2.0,1686308306.741113,-0.4202951969374094,1.900751340752406,9.428939604601323,0.05722286875761,-0.1476205889642584,-0.1138100176516747,0.0094193787921516,0.0004691788009275,-0.0024111241230198,52.39689584337474,4.904888275080984,2.694989971940716,0.6193962348089186,167.17223835417354,4.876500172302358,4.876500172302358,0.2461909300444142,-20.65588506483874,-39.9358941261342,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
22,2.0,1686308336.741113,-0.5854727349691833,1.935835997726744,9.467965238457484,0.0207121652630558,-0.13161030818258,-0.0887989283140921,-0.0021633839455204,0.0283032517898704,0.0154553209786112,52.39691544468569,4.905175183748907,3.056691721485307,0.2630944359884258,206.9122462258563,4.958813330866742,4.958813330866742,-8.653923495715818,-20.79982283889063,-41.18642908058419,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
23,2.0,1686308366.741113,-0.7967747814820545,1.4156398251977298,9.53297755628529,0.0089356900471114,-0.1524775113945284,-0.0816722470048247,-0.0024664170904368,0.0081021113919451,0.0169474391023079,52.3968006601538,4.905736791748109,2.8675113728269936,1.0626585146391505,106.25438762369518,4.986487559933919,4.986487559933919,-7.100860728333328,-15.746655925220212,-44.44331582176764,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
24,2.0,1686308396.741113,-0.4409502577623784,1.6546943103714495,9.483669667022909,0.0355777008779748,-0.1253520852238825,-0.034586965654156,0.023145984206656,-0.0206457657717235,-0.0261004110475504,52.39667943996267,4.906251876603429,2.579639498579005,0.8963436149982095,106.70984374176466,4.929814122104369,4.929814122104369,-15.983020839124624,-17.93153988174086,-41.49197401544048,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
25,2.0,1686308426.741113,-0.6629103780582252,2.0258836763899843,9.378316068838762,-0.0021207977929738,-0.1108548234859543,-0.0787293414307745,-0.0062168260330075,0.0132748670860606,0.0418460526617725,52.39646038709407,4.906824790535951,3.1504551387702424,0.829995718424373,107.6803213779371,4.845254295784633,4.845254295784633,-11.540280430522186,-16.87716034390279,-40.44331996488256,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
26,2.0,1686308456.741113,0.4096796892178769,1.5950141113483354,9.47052878171403,0.0482320975525758,-0.1143407352431523,-0.0718296424501779,-0.0056411608165463,0.0064401694955859,-0.0237346113858349,52.396258493177015,4.907231831015221,3.66036007332926,0.8779057627593493,113.13835239444316,4.8432957218000565,4.8432957218000565,-15.99282713125873,-15.385285074347692,-39.91143921353169,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
27,2.0,1686308486.741113,-0.3593630966337601,1.2331663105275372,9.386940647540706,0.0042400995815105,-0.1571750282526744,-0.1128434690319939,-9.826575375057214e-05,0.0097904629991482,0.0199969861670304,52.39603409355417,4.907806946608482,2.363037539211412,0.9906353263661036,124.18252012471991,4.914949678062169,4.914949678062169,-12.99335525841113,-14.945763152166707,-41.34594490354424,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
28,2.0,1686308516.741113,0.577556657057542,2.362930011749268,9.143636191441464,0.0171002027322538,-0.1618943286722956,-0.0802948199327175,0.0303632274802881,0.0418479591014777,0.0028966854845818,52.39581971543068,4.908252671041877,1.5417936037294566,1.2230061881933405,129.1695670403832,4.951038024043318,4.951038024043318,-17.05701754643367,-19.41751868908222,-38.62979335051317,0,21.0,5,16.0,63.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
29,1.0,1686248586.628252,0.4890994125366211,-7.909398321533204,2.5191154724121096,-0.044217666926666,0.0928769377751095,0.0513264609735621,-0.025599017141256,0.0329160225674211,-0.0265980353516629,52.2939515345238,4.969316683733159,-1.6078733364123028,0.5258081674575789,138.60802020946903,41.57172956364139,41.57172956364139,-5.568166598827145,32.59385268425064,-25.13382948042956,0,22.0,1,7.0,54.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
