ID,datetime,Acceleration x,Acceleration y,Acceleration z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,La,Lo,He,V,D,Ho,VA,Magnetic field x,Magnetic field y,Magnetic field z,Weather,Temperature (Celsius),UV index,Wind (m/s),Humidity (%),hate-enjoy,notpleasant_pleasant,notpleasurable_pleasurable,bad-good_feeling,Average PACES
1.0,1686250482.564081,-0.3709989119549187,1.2616681842414703,9.57830018958267,0.0538539144754105,0.0168457880205645,-0.0596983295800734,0.0234439061878591,0.0961197063954052,0.0162394962520623,52.2889894253296,4.98085607614872,-1.1959670279250034,0.386105477809903,25.11293832178309,5.854146901085511,5.854146901085511,-15.932834858797037,7.705697935454699,-48.19630992655851,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250487.564081,-3.063682040405274,-0.0191571624755859,9.206592791748047,-0.1298804137542843,-0.2514403266124427,0.2542467715859413,-0.031807632446289,0.0404530786722898,-0.0504857821762561,52.28900225640388,4.980937080797453,-1.3258140355348589,1.2410962820052862,66.06517134629169,5.117680888647973,5.117680888647973,-0.3932118225097656,14.04317111968994,-47.98718109130859,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250492.564081,-3.7238033111572255,-0.5050946502685547,9.519529037475586,-0.6710351835519076,-0.349476522526145,0.7201055289387703,0.0909727552533149,-0.0445767460018396,0.1384333241358399,52.28903127781107,4.981001470158108,-1.3776474794372917,1.241120338439914,54.13396648044645,5.05938886297446,5.05938886297446,-0.7372671508789063,14.501199226379397,-47.64636352539063,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250497.564081,-3.953677285766602,0.6085085998535156,7.663978674316407,-0.2321608133420348,-0.3776835434585808,0.4056614047005772,-0.2633271022886038,0.1735038929805159,-0.0709388193581253,52.28904952119306,4.98106084041124,-1.426708392612636,1.0395654678344588,53.14448031845634,5.696945798324473,5.696945798324473,8.601267700195313,11.278681831359863,-40.23119384765625,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250502.564081,0.8391429931640626,-9.190136013793946,1.1855196990966796,0.1241848054401576,0.3817363509535789,-0.2008959778279066,-0.0454378779232502,0.0873471976071596,-0.1472007442452013,52.289092497853154,4.981128291360927,-1.5648651953786612,1.2610544014971925,54.059713135124696,4.718159879735353,4.718159879735353,-22.234419860839843,42.85219123840332,1.039912109375,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250507.564081,1.3429862457275394,-9.826040643310549,1.0688852416992187,-0.0087464625164866,-0.2064937658786773,-0.0731480604328214,0.0346213134005665,-0.0612580197304487,0.0019378464249894,52.28912219594446,4.98119532353429,-1.090648413822055,1.0932038154491803,55.24282844532244,4.860550406416653,4.860550406416653,-25.556803588867187,41.30895317077637,2.8754568481445317,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250512.564081,0.6113257415771485,-9.762165472412107,1.152758825683594,-0.1905909290157258,-0.0679163804411888,0.1447786324560642,0.001004221457988,0.0308802771382033,0.0158588582940865,52.28914977950948,4.981261814771746,-1.3393639173358678,1.041334853090588,52.517805893742434,4.887907386507704,4.887907386507704,-23.10816467285156,42.53167938232422,4.081329956054687,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250517.564081,1.068893550950654,-9.494254555215642,1.1428733825683592,-0.0288002436630884,0.1459304765414218,-0.0864422574076725,0.0239738299112234,0.0342001803979581,-0.0095384224289458,52.289181070959785,4.981328604018572,-1.0658673629164697,1.161860669455852,56.15820666740133,4.905853153338443,4.905853153338443,-24.205813972317443,41.79185680467256,3.606435658980389,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250522.564081,0.7912156585693358,-9.782065090942384,1.3809173675537108,-0.1005387859404087,-0.1389630677819252,-0.015295029759407,0.008518641218543,-0.0285743018239736,-0.0071456475555896,52.28921117336747,4.981398759512567,-1.113843221962452,1.1303771666751097,54.734378483113815,4.89604277708422,4.89604277708422,-23.32685821533203,42.25801162719726,1.6845297241210937,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250527.564081,1.306566979980469,-9.52196297607422,0.2360531249999999,-0.0238767981380224,0.1547444923281669,0.0955279552839696,-0.0262283463776111,-0.0401764021813869,-0.0045298341847956,52.28924430778905,4.981463824513532,-1.347888164408505,1.0653149281804215,47.38901224319255,4.878787712404959,4.878787712404959,-26.208121948242187,40.14613166809082,6.483369445800781,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250532.564081,1.3498599517822265,-9.685093743896484,0.2683978637695313,-0.0605541629076004,-0.0005308219313621,-0.0214876777164638,0.0159482224471867,-0.0458583735581487,-0.0087214462272822,52.28927716622415,4.98152719220491,-1.4908650005236268,1.123419551462931,49.39155762765317,4.821922752905662,4.821922752905662,-27.54436279296875,39.54061981201172,6.917814331054688,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250537.564081,1.3831507232666016,-10.037601699829102,0.0245639190673828,-0.0205805428728461,-0.3754801810383797,-0.1638700243536383,-0.0509603426046669,0.072767682056874,-0.0337678024638444,52.28930920918774,4.98159807937678,-1.3367844235152009,1.2054483681877175,52.377004814927886,4.810483342476662,4.810483342476662,-28.056988525390626,39.04349220275879,6.896290588378906,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250542.564081,1.3370316284179689,-9.594999096679688,0.3566184082031249,-0.1256641049534082,0.0937063904643058,0.211102725443244,0.0027649407833814,-0.0235601817071437,0.0120975305326282,52.289340096235335,4.981659623101631,-1.386869399435818,1.069368058865566,50.89037731497924,4.811786442814969,4.811786442814969,-28.650140075683595,38.88229515075684,7.470519104003906,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250547.564081,1.616395687866211,-9.470479037475586,0.0707668395996094,0.0783602121859788,0.1451023986339569,-0.0976254896789788,0.0070434907451272,0.0505319064296782,-0.0133733290433883,52.28937550986885,4.981723879299022,-1.4736608332023025,1.2835531312070063,51.28215774728925,4.810780388516806,4.810780388516806,-28.400954284667968,39.28072021484375,7.94002685546875,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250552.564081,1.4285283396195392,-9.536317085733222,-0.0831169533242984,-0.0688340342318525,0.1334278407023878,-0.0639702695364854,-0.0281553226998265,-0.0239539132714841,-0.0099056457568492,52.28940611263581,4.981774027439228,-1.0046919096261262,1.011873380756028,50.91473228185094,4.820999015939869,4.820999015939869,-26.88952076191805,39.667418655084106,8.976189126773756,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250557.564081,1.3195180480957032,-9.881515283203123,0.1943708038330079,-0.0472188172414898,-0.1730303027272224,0.0125803900916129,-0.0057965755462646,0.0119042879808694,0.002522189146839,52.28944366119032,4.981833732030747,-1.050823532231152,1.2389418808226458,51.10603121053955,4.84379099964558,4.84379099964558,-29.118903503417968,38.63128875732422,6.418619384765625,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
1.0,1686250562.564081,1.236018685913086,-9.48940567932129,0.2490700561523436,-0.0600601725876331,0.2270071198582649,0.0261181104496121,0.0146454209368675,-0.0181511779315769,-0.0194389067863812,52.28947375668787,4.981907371316384,-1.0741643402725458,1.2062213961456658,55.18207668100912,4.839705307036816,4.839705307036816,-28.062546997070317,39.41228775024414,7.7138232421875,0,22.0,1.0,6.0,54.0,4.0,3.0,4.0,4.0,3.6875
