,Acceleration x,Acceleration y,Acceleration z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,La,Lo,He,V,D,Ho,VA,Magnetic field x,Magnetic field y,Magnetic field z,Tijdstempel,ID,Date,Time,hate-enjoy,bored-interested,absorbed,tiring-energizing,depressed-happy,bad-good_physically,sense_accomplishment,Weather,Temperature (Celsius),UV index,Wind (m/s),Humidity (%),datetime
0,-1.4920756408283147,-2.9591112122806815,6.359739068583103,-0.14462562400311932,-0.1315800895087147,0.1751614220695801,-0.03210761136123069,0.04843925013297228,-0.01878586436316595,52.28904786242254,4.981029847068456,-1.3302750907850842,1.0436909638393224,51.29318300790412,5.217812122864071,5.217812122864071,-9.353614194736034,21.995949926982355,-29.963503885428644,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:54:42.564081
1,1.0852231998507396,-9.71459171358957,0.6994493337777945,-0.07096412335525588,-0.04768128626322667,-0.007535042867724798,-0.0047196071146423605,0.0037717488999276056,-0.007968817076553905,52.28922878450627,4.9814297123996845,-1.282435348443687,1.1212925895087702,52.094660955005196,4.866832854119608,4.866832854119608,-25.41240699793583,40.88226661554547,4.949438292844638,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:55:12.564081
2,1.3330471449631913,-9.60940610037201,0.20089828338112722,-0.07123143669006014,0.08765619065649932,0.06291374999624881,0.001163537304125801,-0.006700733285257126,-0.004456342310768499,52.28942415688506,4.981812046339845,-1.180880058525751,1.1600818971496492,51.291137281468586,4.830101013422825,4.830101013422825,-28.137991353420908,39.272211349130075,7.5843474729404,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:55:42.564081
3,1.2067494145524142,-9.676615334705366,0.34992166525544127,-0.07647772064301682,0.03641978749862081,0.07636042233752742,0.009845023516901958,0.010798579910427432,0.0012679386757046332,52.28961494644738,4.9822269258927365,-0.8719186737822989,1.1460069105498791,52.91005690419865,4.8213419888626525,4.8213419888626525,-28.618788039803903,39.20808540778017,5.988992442255435,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:56:12.564081
4,1.0940888772919823,-9.740459826925528,0.4098236869888561,-0.05092176111022565,-0.003527619336361049,0.006385146781154315,0.02231096466660599,-0.0021309602330516664,0.0017243055463223454,52.28979835723431,4.982646965158501,-0.7413070100049178,1.079887163456003,53.6634708930296,4.796677866332757,4.796677866332757,-28.519795242360605,39.339852502114795,5.8941236515108955,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:56:42.564081
5,0.8409236981956458,-9.529789223048997,1.04034712214135,-0.12066121961435547,0.17518239321118614,0.10773554717405483,0.027887616253591898,-0.022691958497066587,-0.005134892259042299,52.2900148731931,4.9829887889815625,-0.44710305084784824,1.1317585693883283,32.7038916817821,4.83060424364747,4.83060424364747,-20.189587034908026,42.33593863547845,9.090485894959109,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:57:12.564081
6,0.8782177167911595,-9.646272079314675,1.326212528190485,-0.024436006394065398,-0.07598937620088009,-0.07180217514141621,-0.022179128530506905,0.036129342238294164,-0.03314065816121123,52.29029398458537,4.983183110767107,-0.5343971471923094,1.0324467513415934,24.097438640597883,4.8877712482910125,4.8877712482910125,-19.736865295614287,41.27820602468025,7.976951675670203,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:57:42.564081
7,0.9559437101740504,-9.684899278723675,1.3903388757610002,-0.08432779453757115,-0.05838663072889067,0.019756464200175315,0.017979666667002996,-0.019666036914872086,-0.008385335818637025,52.290555493467245,4.983303575467597,-1.0670008301734923,0.873021634948419,57.46283076010574,4.907732531496562,4.907732531496562,-17.15576860816981,42.55817313816237,9.301633598812447,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:58:12.564081
8,0.7415751527196212,-9.659295226721456,1.6856059155361256,-0.0720951068208372,-0.015141720392292342,0.0931476514487655,0.020937102629046002,-0.046482143872551514,0.00198993995943167,52.290737525845316,4.983106709542873,-0.8252692382250514,0.4404646596672896,293.5580536978188,4.855434842748994,4.855434842748994,6.913220878985288,42.80402419549956,-0.8474321982843412,2023-06-08 19:01:42.596,1.0,2023-06-08,18:55:00,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Sunny,22.0,1,6.0,54.0,2023-06-08 18:58:42.564081
9,0.8225609756469726,3.6240732009887697,8.949483952331542,0.023350472665277757,-0.0942118013645245,-0.10323447429581192,-0.0002509367787926797,0.00432333175597145,-0.01799479753799761,52.39942211877046,4.898965876674241,1.8839303094628954,1.0791966557502586,108.30892816198549,31.969714622873955,31.969714622873955,-17.374921078713523,-23.349382173146633,-33.33313690589753,2023-06-09 11:04:28.147,2.0,2023-06-09,11:02:00,1.0,1.0,1.0,2.0,3.0,3.0,2.0,Sunny,21.0,5,16.0,63.0,2023-06-09 10:52:26.741113
