datetime,Acceleration x,Acceleration y,Acceleration z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,La,Lo,He,V,D,Ho,VA,Magnetic field x,Magnetic field y,Magnetic field z,Weather,Temperature (Celsius),UV index,Wind (m/s),Humidity (%),PACES
1686250482.564081,0.8983119506835937,1.3149106292724608,9.670669738769533,-0.0657760451585054,0.1821264345869422,-0.0362204019427299,-0.0894264466129243,0.151783030340448,0.0353328524157404,52.28898765768302,4.980839925516661,-1.164680773429815,0.096251405775547,25.261948562148145,5.534545923865867,5.534545923865867,-22.519830322265623,7.377745151519775,-46.11734313964844,0,22.0,1.0,6.0,54.0,15.0
1686250483.564081,0.2134860534667969,1.533471130371094,9.53838981628418,0.1133143067546188,0.6736905255094171,-0.2029296072721481,-0.0142306499183177,0.0463445045053958,0.3166228525340557,52.28898765768335,4.980839925516662,-1.1646807063370943,0.096251405775547,-1.0,5.534545923865868,5.534545923865868,-16.596054077148438,11.103751850128171,-47.479548645019534,0,22.0,1.0,6.0,54.0,15.0
1686250484.564081,-0.3004701690673828,1.0968740386962892,10.204354934692384,0.016792779430747,-0.0279986685588955,0.4303381150960922,-0.1987291436642408,-0.0586548015475273,-0.4715872142463923,52.28898642488775,4.980847384106479,-1.1843793978914618,0.1531680077314376,-1.0,7.65057789289539,7.65057789289539,-15.83975830078125,8.958387851715088,-48.33740844726562,0,22.0,1.0,6.0,54.0,15.0
1686250485.564081,-1.537702331542969,0.1753187561035156,9.146197052001954,0.3822243814989924,-0.4749635971784592,-0.2337353705763816,0.3238987684249877,0.3121243875473737,0.1018389925360679,52.28899127399378,4.980868189181291,-1.2253040932118893,0.5598067641258219,47.192374772238765,4.3633590492509775,4.3633590492509775,-10.336233520507813,7.882954692840576,-49.63416595458985,0,22.0,1.0,6.0,54.0,15.0
1686250486.564081,-1.2452904052734377,2.0791314239501952,9.288679092407229,-0.2029680462181568,-0.3003448145091534,-0.2777495002746581,0.103736235656672,0.0215438227686617,0.1081844982173707,52.28899411240011,4.98088495642251,-1.2407901687547565,1.0250498056411612,55.11036827452855,6.187705715549454,6.187705715549454,-14.198905097113716,2.705644819471571,-49.54828050401476,0,22.0,1.0,6.0,54.0,15.0
1686250487.564081,-0.5982309722900391,1.167991149902344,10.14388069152832,0.0561060514748096,0.0439167081825435,0.3206282111406326,0.1388776198029518,0.0867560870945453,0.4909649908542633,52.28899127460784,4.980909967436281,-1.2843167446553707,1.3037484884261814,78.50074363116241,5.790074304139052,5.790074304139052,-9.601136779785156,12.439586448669434,-48.67457427978516,0,22.0,1.0,6.0,54.0,15.0
1686250488.564081,-1.9429296569824217,2.635105270385742,8.105404724121094,0.5620469034835697,-0.3842079543918371,-0.6012115904688836,0.1278328523039817,0.542086923122406,0.0909959197044372,52.28900080193228,4.980924285551221,-1.3101462619379165,1.2964370250701636,56.18401795046494,5.077808644937069,5.077808644937069,3.586897277832031,5.024241542816162,-49.3302505493164,0,22.0,1.0,6.0,54.0,15.0
1686250489.564081,-4.530224349975587,-0.9584419097900392,9.48757049560547,-0.9780378882586958,0.3142291498929261,0.8837903321385383,-0.4433092832565307,-0.2686502564698457,-0.6953392595052719,52.2890035445766,4.9809390148593895,-1.3301439760252831,1.2964370250701638,66.36001330434858,4.307328762118249,4.307328762118249,1.3004974365234374,19.425847721099853,-45.76087493896485,0,22.0,1.0,6.0,54.0,15.0
1686250490.564081,-4.444078491210938,-1.6921112365722657,9.362760040283204,-0.2307495191395283,-0.691675654537976,0.6256346501111985,0.0621882021427154,-0.0921299679204821,-0.2433567613363266,52.289003453619614,4.980951108569146,-1.3475326718762517,1.1650555133819387,74.71440348794356,5.019626855741585,5.019626855741585,2.1293098449707037,16.836898231506346,-48.03750915527344,0,22.0,1.0,6.0,54.0,15.0
1686250491.564081,-3.802946731567384,-1.2483290863037113,8.93334800720215,-0.0587676163315773,-0.5394638822078704,0.0423922550082207,-0.0446275532245636,-0.0657973924651742,0.104306199401617,52.28901220728308,4.980961027571231,-1.3569305231794715,1.1438033580779845,54.56667835753901,5.393565876303909,5.393565876303909,0.6183731079101562,16.48928165435791,-48.13269653320312,0,22.0,1.0,6.0,54.0,15.0
